CARRIER_IND,Carr,FLT,REPORT_DT,SCH_DPRT_STA_CD,Orig,SCH_ARRV_STA_CD,Dest,SCH_FLEET_TYPE_DSCR,ACT_FLEET_TYPE_DSCR,Gate,SCH_DPRT_DTMZ,SCH_ARRV_DTMZ,SCH_ARRV_DTML,SCH_DPRT_DTML,SCH_CD,DPRT_DELAY_MIN,ARRV_DELAY_MIN,BAG_CNT,CATEGORY,CNXL_CD,CS_D0,CS_RCMD_DPRT_DTMZ,CS_RCMD_DPRT_HOLD_MINUTES,D0,DELAY_CODE,D-OT,EQUIP_CONNECT_CD,EST_CNXL_PAX_CNT,ID,INTL,LEFT_OFF_BAG_CNT,MISCONNECT_CNT,OPER_DELAY_CODE,ORIG_Left_offs,PAX_CNT,PRIORITY_FLT_FLG,RAMP_TCI_DEN,RAMP_TCI_NUM,RETURN_TYPE_CD,SCH_FLEET_TYPE_SHORT_DSCR,Sta Dly,SUBCATEGORY,SUCCESS_CAT,SUCCESS_CD_DSCR,TOTAL_CONNECTIONS,TURN_TYPE,XFER_Left_offs,Area,ARRIVAL_LEG_FLIGHT_NUMBER,ARRIVAL_LEG_ORIGIN,ASM,ATW_Zone,ATW_Zone_Arrv,CG_ARRV_CNT,CG_ARRV_STD,CG_DPRT_CNT,CG_DPRT_STD,COMPLETION_DEN,COMPLETION_NUM,CONX_NRSA,CONX_POSITIVE,CONX_REV,CS_ARRV_CNT,CS_ARRV_STD,CS_DPRT_CNT,CS_DPRT_STD,CURRENT_DT,CURRENT_DTML,Customer_D0,Requotes Delay Reasons,DEP_ind,DEPARTURE_AVAILABLE_GROUND_MINUTES,DEPARTURE_MST_SUCCESS,DIVERT_REASON_CD,EST_ARRV_DTML,EST_ARRV_DTMZ,EST_DPRT_DTML,EST_DPRT_DTMZ,FIRST_VALET_BAG_ON_DTMZ,Hubs_Lines,LAST_UPDATED,LF_NUM,MARKET,MST_INDICATOR,OFF_DTMZ,ON_DTMZ,ORIG_BAGS,ORIG_NRSA,ORIG_POSITIVE,ORIG_REV,prev_act_arrv_dtl,prev_act_arrv_dtml,prev_act_arrv_dtmz,prev_act_arrv_dtz,prev_arrv_diff_minutes,prev_arrv_gate,prev_cnxl_cd,prev_company_id,prev_dprt_sta_cd,prev_flt_num,prev_report_dt,prev_sch_arrv_dtl,prev_sch_arrv_dtml,prev_sch_arrv_dtmz,prev_sch_arrv_dtz,prev_sch_dprt_sta_cd,Ramp_Business_Partner,RCA_25_Bag_Load_Perc,RCA_25_Boarding_Perc,RCA_50_Bag_Load_Perc,RCA_50_Boarding_Perc,RCA_75_Bag_Load_Perc,RCA_75_Boarding_Perc,RCA_95_Bag_Load_Perc,RCA_95_Boarding_Perc,RCA_Boarding_duration_seconds,RCA_company_material_boarded_pounds,RCA_express_freight_boarded_pounds,RCA_flight_notes,RCA_freight_boarded_pounds,RCA_international_mail_boarded_pounds,RCA Root Cause,RCA_Loading_duration_seconds,RCA_priority_mail_boarded_pounds,RCA_root_cause_1,RCA_root_cause_2,RCA_root_cause_3,RCA_total_bags,RCA_total_BE,RCA_total_cold_bags,RCA_total_gate_checks,RCA_total_hot_bags,RCA_total_local_bags,RCA_total_transfer_bags,RCA_wchr_count,RPM,SF_NUM,SLACK,SLACK_DEN,SOC_Zone,SOC_Zone_Arrv,TAXI_IN_MINUTES,TAXI_OUT_MINUTES,TOB_CNT,TOB_STD,TURN_LENGTH,XFER_BAGS,ZONES_COMBINED,ZONES_COMBINED_ARRV,ARRVregion,ARRVregion2,ARRVsubregion,ARRVsubregion2,DEPTregion,DEPTregion2,DEPTsubregion,DEPTsubregion2,TSA0,TSD0,TSIncludeExclude,Turn_Success,OA_Comp_City,_SYSTEM,SUB_REGION,SCH_FLTS,allFlights,24HourClock,String24HourClock,MainlineUAX,STAR-NonSTAR,Priority_ind,MST_Success_Indicator,Delay_flag,INT/DOM,Scheduled_Departure_Date,Early-OnTime,Month,Year,CUST_A14_NUM,TOTAL_PAX,DayofWeek,MST_MINS_BUCKT
ML,UA,1271,4/4/2023,SFO,SFO,MEX,MEX,A320-200,A320-200,F4,4/4/2023 17:44,,4/4/2023 16:15,4/4/2023 10:44,S,-11,-14,40,Successful, ,1,4/4/2023 17:48,4,1,  ,OT,T ,0,94555430,YES,0,0,  ,0,60,0,4,3, ,320,0,Successful,,,20,Standard,0,SFO,1763,MCI,0,Z4,Z4,,,,,1,1,,,,,,,,,,1,,Arrived,86,0,,4/4/2023 15:59,,4/4/2023 10:44,,,Hubs,5/22/2023 1:29,57,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 9:18,4/4/2023 16:18,4/4/2023,-10,F4,,UA,MCI,1763,4/4/2023,4/4/2023,4/4/2023 9:28,4/4/2023 16:28,4/4/2023,MCI,United,121,445.25,212,551,751,692.25,839,1000.45,,0,73,,0,0,,1462,0,,,,40,,17,1,0,22,17,0,0,60,26,1,4,4,9,35,,,,,"ATW-Z4,BTW-Z4,SOC-4","ATW-Z4,BTW-Z4,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Include,0,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,60,60,Tue,0
ML,UA,1145,4/4/2023,SFO,SFO,CUN,CUN,B737-MAX9,B737-MAX9,E10,4/5/2023 6:16,,4/5/2023 6:41,4/4/2023 23:16,S,-5,-20,104,On-Time Opportunity, ,1,,0,1,  ,OT,T ,0,94555607,YES,1,0,  ,0,164,0,6,6, ,7M9,0,On-time Defect - Customer,,,80,Standard,1,SFO,1848,MCO,0,Z3,Z3,,,,,1,1,,,,,,,,,,1,,Arrived,109,0,,4/5/2023 6:22,,4/4/2023 23:16,,,Hubs,5/22/2023 1:29,161,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 21:27,4/5/2023 4:27,4/5/2023,-10,E10,,UA,MCO,1848,4/4/2023,4/4/2023,4/4/2023 21:37,4/5/2023 4:37,4/5/2023,MCO,United,394,578,724,841,1066,1154,1215,1361.5,,0,0,,0,0,,1676,0,,,,104,,49,1,0,54,49,1,0,164,39,1,1,1,4,27,,,,,"ATW-Z3,BTW-Z1,SOC-1","ATW-Z3,BTW-Z1,SOC-1",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Include,0,San Francisco,SYSTEM,SFO,1,1,11:00 PM,23,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,164,164,Tue,0
ML,UA,460,4/4/2023,SFO,SFO,YVR,YVR,A320-200,A320-200,G12,4/5/2023 1:27,,4/4/2023 20:53,4/4/2023 18:27,S,26,21,116,Late Opportunity, ,0,4/5/2023 1:41,14,0,OX,Late,T ,0,94556314,YES,2,1,  ,0,134,0,2,1, ,320,26,Defect - Customer,Process - controllable,OX - Connection Saver,51,Dynamic,2,SFO,1243,PVR,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,75,0,,4/4/2023 21:14,,4/4/2023 18:55,,,Hubs,5/22/2023 1:29,132,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 17:12,4/5/2023 0:12,4/5/2023,7,G12,,UA,PVR,1243,4/4/2023,4/4/2023,4/4/2023 17:05,4/5/2023 0:05,4/5/2023,PVR,United,379,814.5,1482,1169,1970,1495.25,3856,2347.7,,0,0,,0,3,Customer Hold,4159,0,Boarding_End,Boarding_Start,,120,,49,18,2,38,64,4,0,134,12,1,5,5,4,17,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,6:00 PM,18,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/4/2023,0,Apr,2023,0,134,Tue,15-Nov
ML,UA,784,4/4/2023,SFO,SFO,YVR,YVR,B737-800,B737-800,E12,4/4/2023 15:30,,4/4/2023 10:57,4/4/2023 8:30,S,27,32,130,Late Opportunity, ,0,,0,0,VZ,Late,T ,0,94556710,YES,2,0,  ,0,162,0,3,3, ,738,27,Defect - Customer,Security - uncontrollable,OZ - Security,76,Standard,2,SFO,1746,LIH,0,Z3,Z3,,,,,1,1,,,,,,,,,,0,,Arrived,96,0,,4/4/2023 11:28,,4/4/2023 9:00,,,Hubs,5/22/2023 1:29,161,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 6:54,4/4/2023 13:54,4/4/2023,-16,E12,,UA,LIH,1746,4/3/2023,4/4/2023,4/4/2023 7:10,4/4/2023 14:10,4/4/2023,LIH,United,761,318.5,1185,1671,2821,2027.25,3146,2560.65,,0,0,,0,0,Pax Handling,3655,0,Aircraft_Door_Close,Boarding_End,,134,,69,21,9,34,79,1,0,162,31,1,1,1,5,24,,,,,"ATW-Z3,BTW-Z1,SOC-1","ATW-Z3,BTW-Z1,SOC-1",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Include,-1,San Francisco,SYSTEM,SFO,1,1,8:00 AM,8,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/4/2023,0,Apr,2023,0,162,Tue,0
ML,UA,1542,4/4/2023,SFO,SFO,YVR,YVR,B737-800,B737-800,E5,4/4/2023 21:00,,4/4/2023 16:25,4/4/2023 14:00,S,0,43,134,On-Time Opportunity, ,1,,0,1,  ,OT-D,T ,0,94556982,YES,2,6,  ,0,157,0,6,4, ,738,0,On-time Defect - Customer,,,76,Standard,2,SFO,1728,LAS,0,Z3,Z3,,,,,1,1,,,,,,,,,,1,,Arrived,116,0,,4/4/2023 17:10,,4/4/2023 14:00,,,Hubs,5/22/2023 1:29,155,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 12:04,4/4/2023 19:04,4/4/2023,-10,E5,,UA,LAS,1728,4/4/2023,4/4/2023,4/4/2023 12:14,4/4/2023 19:14,4/4/2023,LAS,United,350,344.5,993,698,1364,1086.75,2623,1437,,0,0,,0,0,,2909,0,Last_Bag_On,,,151,,72,21,0,57,73,5,0,157,51,1,1,1,3,65,,,,,"ATW-Z3,BTW-Z1,SOC-1","ATW-Z3,BTW-Z1,SOC-1",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,0,157,Tue,0
ML,UA,954,4/4/2023,SFO,SFO,TLV,TLV,B777-300,B777-300,G5,4/5/2023 2:50,,4/5/2023 20:00,4/4/2023 19:50,S,6,2,69,Successful Hold, ,1,4/5/2023 3:06,16,0,OX,D-OT,O ,0,94557444,YES,0,0,  ,0,70,0,2,2, ,773,6,Defect - Departure,Process - controllable,OX - Connection Saver,30,Standard,0,SFO,858,PVG,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,1647,0,,4/5/2023 20:03,,4/4/2023 20:00,,,Hubs,5/22/2023 1:29,57,D-I,Non-MST,,,,,,,4/3/2023,4/3/2023 16:23,4/3/2023 23:23,4/3/2023,-2,G2,,UA,PVG,858,4/3/2023,4/3/2023,4/3/2023 16:25,4/3/2023 23:25,4/3/2023,PVG,United,79835,477,84523,654,84572,793.25,86621,2986.05,,5,140,,13520,163,Customer Hold,86899,0,Boarding_End,Cargo_Door_Close,,109,,56,1,10,39,69,3,0,70,0,0,5,5,4,29,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,SOUTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Non-Priority,MST Failure,Qualified Hold,International,4/4/2023,0,Apr,2023,70,70,Tue,0
ML,UA,917,4/4/2023,SFO,SFO,AKL,AKL,B787-9,B787-9,G10,4/5/2023 6:00,,4/6/2023 7:10,4/4/2023 23:00,S,46,30,252,Late Opportunity, ,0,,0,0,XC,Late,O ,0,94557459,YES,0,0,  ,0,246,0,2,2, ,789,46,Defect - Customer,ATC,XC - Airport Conditions,142,Standard,0,SFO,892,ICN,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,710,0,,4/6/2023 7:37,,4/4/2023 23:59,,,Hubs,5/22/2023 1:29,233,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 11:10,4/4/2023 18:10,4/4/2023,-15,G13,,UA,ICN,892,4/4/2023,4/4/2023,4/4/2023 11:25,4/4/2023 18:25,4/4/2023,ICN,United,21469,953,28838,1357,34021,1622,36321,1836.4,,5,0,,19588,1138,MX,36527,0,Tow_Compliance,Boarding_Start,Aircraft_Door_Close,272,,153,2,13,88,182,7,0,246,0,0,5,5,10,31,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,11:00 PM,23,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/4/2023,0,Apr,2023,0,246,Tue,0
ML,UA,29,4/4/2023,SFO,SFO,SIN,SIN,B787-9,B787-9,G13,4/4/2023 17:50,,4/5/2023 18:45,4/4/2023 10:50,S,13,6,141,Late Opportunity, ,0,,0,0,VF,D-OT,O ,0,94557466,YES,1,2,  ,0,154,0,3,3, ,789,13,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,65,Standard,1,SFO,61,MEL,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,1600,0,,4/5/2023 18:50,,4/4/2023 10:55,,,Hubs,5/22/2023 1:29,127,D-I,Non-MST,,,,,,,4/3/2023,4/3/2023 8:10,4/3/2023 15:10,4/3/2023,-15,G6,,UA,MEL,61,4/3/2023,4/3/2023,4/3/2023 8:25,4/3/2023 15:25,4/3/2023,MEL,United,69965,637,73952,966,75920,1285,76966,1538.4,,1364,21,,3120,0,Fueling Increase,77438,0,After_Door_Close,Fuelers_Off,,149,,73,0,8,67,82,3,0,154,0,0,5,5,6,38,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/4/2023,0,Apr,2023,154,154,Tue,0
ML,UA,901,4/4/2023,SFO,SFO,LHR,LHR,B777-200,B777-200,G9,4/4/2023 19:20,,4/5/2023 6:55,4/4/2023 12:20,S,-10,-26,113,On-Time Opportunity, ,1,,0,1,  ,OT,T ,0,94557475,YES,1,0,  ,0,119,0,3,3, ,777,0,On-time Defect - Customer,,,58,Standard,1,SFO,876,HND,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,186,0,,4/5/2023 6:31,,4/4/2023 12:20,,,Hubs,5/22/2023 1:29,113,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 9:14,4/4/2023 16:14,4/4/2023,4,G9,,UA,HND,876,4/4/2023,4/4/2023,4/4/2023 9:10,4/4/2023 16:10,4/4/2023,HND,United,2424,415,4472,584,6559,764,9659,1140,,5,0,,3890,0,,9670,0,,,,56,,18,0,0,38,18,2,0,119,81,1,5,5,5,20,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,12:00 PM,12,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,119,119,Tue,0
ML,UA,893,4/4/2023,SFO,SFO,ICN,ICN,B787-9,B787-9,G4,4/4/2023 17:35,,4/5/2023 14:55,4/4/2023 10:35,S,10,0,283,Successful Hold, ,1,4/4/2023 17:55,20,0,OX,D-OT,T ,0,94557487,YES,1,5,  ,0,245,1,2,2, ,789,10,Defect - Departure,Process - controllable,OX - Connection Saver,121,Standard,1,SFO,61,MEL,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,151,0,,4/5/2023 14:56,,4/4/2023 10:50,,,Hubs,5/22/2023 1:29,234,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 8:04,4/4/2023 15:04,4/4/2023,-21,G4,,UA,MEL,61,4/4/2023,4/4/2023,4/4/2023 8:25,4/4/2023 15:25,4/4/2023,MEL,United,1784,590,5660,1032,8233,1380,8776,1949.45,,2345,34,,4327,5879,Customer Hold,9128,0,Boarding_End,,,242,,100,11,44,87,144,11,0,245,51,1,5,5,8,32,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Qualified Hold,International,4/4/2023,0,Apr,2023,245,245,Tue,0
ML,UA,930,4/4/2023,SFO,SFO,LHR,LHR,B787-9,B787-9,G1,4/5/2023 2:50,,4/5/2023 14:10,4/4/2023 19:50,S,-7,-9,102,Successful, ,1,,0,1,  ,OT,T ,0,94557508,YES,0,0,  ,0,138,0,3,3, ,789,0,Successful,,,13,Standard,0,SFO,939,LHR,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,146,0,,4/5/2023 14:04,,4/4/2023 19:50,,,Hubs,5/22/2023 1:29,135,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 17:24,4/5/2023 0:24,4/5/2023,19,G1,,UA,LHR,939,4/4/2023,4/4/2023,4/4/2023 17:05,4/5/2023 0:05,4/5/2023,LHR,United,600,366.5,1645,703,3355,938,6944,1098.6,,5,0,,370,0,,7288,0,,,,76,,13,2,2,58,16,1,0,138,46,1,5,5,6,23,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,138,138,Tue,0
ML,UA,875,4/4/2023,SFO,SFO,HND,HND,B777-200,B777-200,G6,4/4/2023 17:45,,4/5/2023 13:55,4/4/2023 10:45,S,-5,-10,253,On-Time Opportunity, ,1,4/4/2023 17:48,3,1,  ,OT,O ,0,94557510,YES,1,8,  ,0,265,1,3,3, ,777,0,On-time Defect - Customer,,,142,Standard,1,SFO,1209,EWR,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,792,0,,4/5/2023 13:40,,4/4/2023 10:45,,,Hubs,5/22/2023 1:29,258,D-I,Non-MST,,,,,,,4/3/2023,4/3/2023 21:33,4/4/2023 4:33,4/4/2023,15,G3,,UA,EWR,1209,4/3/2023,4/3/2023,4/3/2023 21:18,4/4/2023 4:18,4/4/2023,EWR,United,6400,791.5,8688,1177,11211,1556,14059,1839.4,,2720,0,,0,3391,,14338,0,,,,234,,102,2,8,121,111,4,0,265,0,0,5,5,13,23,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,JAPAN REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,265,265,Tue,0
ML,UA,837,4/4/2023,SFO,SFO,NRT,NRT,B777-200,B777-200,G3,4/4/2023 18:35,,4/5/2023 14:45,4/4/2023 11:35,S,6,-10,266,Successful Hold, ,1,4/4/2023 18:53,18,0,OX,D-OT,O ,0,94557568,YES,1,0,  ,0,273,1,2,2, ,777,6,Defect - Departure,Process - controllable,OX - Connection Saver,146,Standard,1,SFO,1312,EWR,0,Z5,Z1,,,,,1,1,,,,,,,,,,1,,Arrived,1452,0,,4/5/2023 14:37,,4/4/2023 11:48,,,Hubs,5/22/2023 1:29,267,D-I,Non-MST,,,,,,,4/3/2023,4/3/2023 11:23,4/3/2023 18:23,4/3/2023,-16,F19,,UA,EWR,1312,4/3/2023,4/3/2023,4/3/2023 11:39,4/3/2023 18:39,4/3/2023,EWR,United,6198,750,10735,1196,12042,1540,14728,1767.6,,5,64,,8547,21,Customer Hold,17224,0,Boarding_End,Cargo_Door_Close,,341,,196,6,1,133,202,12,0,273,0,0,5,3,3,29,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,JAPAN REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,11:00 AM,11,Mainline,Non-STAR,Priority,MST Failure,Qualified Hold,International,4/4/2023,0,Apr,2023,273,273,Tue,0
ML,UA,990,4/4/2023,SFO,SFO,CDG,CDG,B777-200,B777-200,G10,4/4/2023 21:35,,4/5/2023 10:25,4/4/2023 14:35,S,-2,-4,138,Successful, ,1,4/4/2023 21:40,5,1,  ,OT,T ,0,94557586,YES,0,0,  ,0,149,0,3,3, ,777,0,Successful,,,42,Standard,0,SFO,2160,EWR,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,152,0,,4/5/2023 10:18,,4/4/2023 14:35,,,Hubs,5/22/2023 1:29,136,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 12:03,4/4/2023 19:03,4/4/2023,-16,G10,,UA,EWR,2160,4/4/2023,4/4/2023,4/4/2023 12:19,4/4/2023 19:19,4/4/2023,EWR,United,3228,384,3527,682,4653,947,8229,1154.4,,5,62,,3920,0,,8392,0,,,,92,,28,3,0,61,28,2,0,149,62,1,5,5,15,22,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,149,149,Tue,0
ML,UA,1,4/4/2023,SFO,SFO,SIN,SIN,B787-9,B787-9,G1,4/5/2023 5:45,,4/6/2023 6:45,4/4/2023 22:45,S,1,-11,215,Successful Hold, ,1,4/5/2023 5:47,2,0,OX,D-OT,O ,0,94557601,YES,1,2,  ,0,227,0,2,2, ,789,1,Defect - Departure,Process - controllable,OX - Connection Saver,113,Standard,1,SFO,28,SIN,0,Z5,Station,,,,,1,1,,,,,,,,,,1,,Arrived,1474,0,,4/6/2023 6:37,,4/4/2023 22:45,,,Hubs,5/22/2023 1:29,215,D-I,Non-MST,,,,,,,4/3/2023,4/3/2023 22:11,4/4/2023 5:11,4/4/2023,81,A12,,UA,SIN,28,4/3/2023,4/3/2023,4/3/2023 20:50,4/4/2023 3:50,4/4/2023,SIN,United,20287,527,23990,922,27094,1295.75,29773,2086.9,,431,31,,1024,0,Customer Hold,29967,0,Cargo_Door_Close,Boarding_End,,254,,123,0,20,105,149,2,0,227,0,0,5,5,6,30,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Station,BTW-Station,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 PM,22,Mainline,Non-STAR,Non-Priority,MST Failure,Qualified Hold,International,4/4/2023,0,Apr,2023,227,227,Tue,0
ML,UA,926,4/4/2023,SFO,SFO,FRA,FRA,B777-200,B777-200,G2,4/5/2023 2:10,,4/5/2023 15:15,4/4/2023 19:10,S,-1,-10,145,Successful, ,1,,0,1,  ,OT,O ,0,94557690,YES,0,0,  ,0,173,1,3,2, ,777,0,Successful,,,45,Standard,0,SFO,195,MUC,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,288,0,,4/5/2023 15:05,,4/4/2023 19:10,,,Hubs,5/22/2023 1:29,173,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 14:22,4/4/2023 21:22,4/4/2023,2,G2,,UA,MUC,195,4/4/2023,4/4/2023,4/4/2023 14:20,4/4/2023 21:20,4/4/2023,MUC,United,6745,461,8701,811,10942,1084.75,16040,1282.7,,5,53,,25287,630,,16366,0,Cargo_Door_Close,,,147,,44,0,0,99,48,3,0,173,0,0,5,5,10,26,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,GERMANY,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Priority,MST Failure,Non-delayed,International,4/4/2023,1,Apr,2023,173,173,Tue,0
ML,UA,871,4/4/2023,SFO,SFO,TPE,TPE,B777-300,B777-300,G6,4/4/2023 21:00,,4/5/2023 18:45,4/4/2023 14:00,S,12,-3,388,Late Opportunity, ,0,,0,0,VC,D-OT,T ,0,94557824,YES,1,0,  ,0,350,0,3,2, ,773,12,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,212,Standard,1,SFO,838,NRT,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,181,0,,4/5/2023 18:39,,4/4/2023 14:10,,,Hubs,5/22/2023 1:29,343,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 10:59,4/4/2023 17:59,4/4/2023,34,G6,,UA,NRT,838,4/4/2023,4/4/2023,4/4/2023 10:25,4/4/2023 17:25,4/4/2023,NRT,United,3019,669.25,5383,1141,7711,1569.25,10100,1900.3,,2276,166,,7815,845,Late Cabin Cleaning - On,10756,0,Aircraft_Door_Close,Cleaners_On,Boarding_Start,265,,149,4,13,98,163,4,0,350,46,1,5,5,8,27,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/4/2023,0,Apr,2023,350,350,Tue,0
